[API Name] Package org.apache.commons.imaging.formats.tiff.constants.TiffTagConstants
[Type] Class
[Info]
public final class TiffTagConstants extends Object Tags from the TIFF6 specification.    http://partners.adobe.com/public/developer/en/tiff/TIFF6.pdf
[Field Summary]
static int PHOTOMETRIC_INTERPRETATION_VALUE_BLACK_IS_ZERO	
static int PHOTOMETRIC_INTERPRETATION_VALUE_CIELAB	
static int PHOTOMETRIC_INTERPRETATION_VALUE_CMYK	
static int PHOTOMETRIC_INTERPRETATION_VALUE_COLOR_FILTER_ARRAY	
static int PHOTOMETRIC_INTERPRETATION_VALUE_ICCLAB	
static int PHOTOMETRIC_INTERPRETATION_VALUE_ITULAB	
static int PHOTOMETRIC_INTERPRETATION_VALUE_LINEAR_RAW	
static int PHOTOMETRIC_INTERPRETATION_VALUE_PIXAR_LOG_L	
static int PHOTOMETRIC_INTERPRETATION_VALUE_PIXAR_LOG_LUV	
static int PHOTOMETRIC_INTERPRETATION_VALUE_RGB	
static int PHOTOMETRIC_INTERPRETATION_VALUE_RGB_PALETTE	
static int PHOTOMETRIC_INTERPRETATION_VALUE_TRANSPARENCY_MASK	
static int PHOTOMETRIC_INTERPRETATION_VALUE_WHITE_IS_ZERO	
static int PHOTOMETRIC_INTERPRETATION_VALUE_YCB_CR	
static int PLANAR_CONFIGURATION_VALUE_CHUNKY	
static int PLANAR_CONFIGURATION_VALUE_PLANAR	
static int PREDICTOR_VALUE_FLOATING_POINT_DIFFERENCING	
static int PREDICTOR_VALUE_HORIZONTAL_DIFFERENCING	
static int PREDICTOR_VALUE_NONE	
static int RESOLUTION_UNIT_VALUE_CM	
static int RESOLUTION_UNIT_VALUE_INCHES	
static int RESOLUTION_UNIT_VALUE_NONE	
static int SAMPLE_FORMAT_VALUE_COMPLEX_INTEGER	
static int SAMPLE_FORMAT_VALUE_IEEE_COMPLEX_FLOAT	
static int SAMPLE_FORMAT_VALUE_IEEE_FLOATING_POINT	
static int SAMPLE_FORMAT_VALUE_TWOS_COMPLEMENT_SIGNED_INTEGER	
static int SAMPLE_FORMAT_VALUE_UNDEFINED	
static int SAMPLE_FORMAT_VALUE_UNSIGNED_INTEGER	
static int SUBFILE_TYPE_VALUE_FULL_RESOLUTION_IMAGE	
static int SUBFILE_TYPE_VALUE_REDUCED_RESOLUTION_IMAGE	
static int SUBFILE_TYPE_VALUE_SINGLE_PAGE_OF_MULTI_PAGE_IMAGE	
static int SUBFILE_TYPE_VALUE_SINGLE_PAGE_OF_MULTI_PAGE_REDUCED_RESOLUTION_IMAGE	
static int SUBFILE_TYPE_VALUE_TRANSPARENCY_MASK	
static int SUBFILE_TYPE_VALUE_TRANSPARENCY_MASK_OF_MULTI_PAGE_IMAGE	
static int SUBFILE_TYPE_VALUE_TRANSPARENCY_MASK_OF_REDUCED_RESOLUTION_IMAGE	
static int SUBFILE_TYPE_VALUE_TRANSPARENCY_MASK_OF_REDUCED_RESOLUTION_MULTI_PAGE_IMAGE	
static int THRESHOLDING_VALUE_NO_DITHERING_OR_HALFTONING	
static int THRESHOLDING_VALUE_ORDERED_DITHER_OR_HALFTONE	
static int THRESHOLDING_VALUE_RANDOMIZED_DITHER	
static TagInfoAscii TIFF_TAG_ARTIST	
static TagInfoShorts TIFF_TAG_BITS_PER_SAMPLE	
static TagInfoShort TIFF_TAG_CELL_LENGTH	
static TagInfoShort TIFF_TAG_CELL_WIDTH	
static TagInfoShorts TIFF_TAG_COLOR_MAP	
static TagInfoShort TIFF_TAG_COMPRESSION	
static TagInfoAscii TIFF_TAG_COPYRIGHT	
static TagInfoAscii TIFF_TAG_DATE_TIME	
static TagInfoAscii TIFF_TAG_DOCUMENT_NAME	
static TagInfoByteOrShort TIFF_TAG_DOT_RANGE	
static TagInfoShorts TIFF_TAG_EXTRA_SAMPLES	
static TagInfoShort TIFF_TAG_FILL_ORDER	
static TagInfoLongs TIFF_TAG_FREE_BYTE_COUNTS	
static TagInfoLongs TIFF_TAG_FREE_OFFSETS	
static TagInfoShorts TIFF_TAG_GRAY_RESPONSE_CURVE	
static TagInfoShort TIFF_TAG_GRAY_RESPONSE_UNIT	
static TagInfoShorts TIFF_TAG_HALFTONE_HINTS	
static TagInfoAscii TIFF_TAG_HOST_COMPUTER	
static TagInfoAscii TIFF_TAG_IMAGE_DESCRIPTION	
static TagInfoShortOrLong TIFF_TAG_IMAGE_LENGTH	
static TagInfoShortOrLong TIFF_TAG_IMAGE_WIDTH	
static TagInfoAscii TIFF_TAG_INK_NAMES	
static TagInfoShort TIFF_TAG_INK_SET	
static TagInfoLongs TIFF_TAG_JPEG_ACTABLES	
static TagInfoLongs TIFF_TAG_JPEG_DCTABLES	
static TagInfoLong TIFF_TAG_JPEG_INTERCHANGE_FORMAT	
static TagInfoLong TIFF_TAG_JPEG_INTERCHANGE_FORMAT_LENGTH	
static TagInfoShorts TIFF_TAG_JPEG_LOSSLESS_PREDICTORS	
static TagInfoShorts TIFF_TAG_JPEG_POINT_TRANSFORMS	
static TagInfoShort TIFF_TAG_JPEG_PROC	
static TagInfoLongs TIFF_TAG_JPEG_QTABLES	
static TagInfoShort TIFF_TAG_JPEG_RESTART_INTERVAL	
static TagInfoAscii TIFF_TAG_MAKE	
static TagInfoShorts TIFF_TAG_MAX_SAMPLE_VALUE	
static TagInfoShorts TIFF_TAG_MIN_SAMPLE_VALUE	
static TagInfoAscii TIFF_TAG_MODEL	
static TagInfoLong TIFF_TAG_NEW_SUBFILE_TYPE	
static TagInfoShort TIFF_TAG_NUMBER_OF_INKS	
static TagInfoShort TIFF_TAG_ORIENTATION	
static TagInfoAscii TIFF_TAG_PAGE_NAME	
static TagInfoShorts TIFF_TAG_PAGE_NUMBER	
static TagInfoShort TIFF_TAG_PHOTOMETRIC_INTERPRETATION	
static TagInfoShort TIFF_TAG_PLANAR_CONFIGURATION	
static TagInfoShort TIFF_TAG_PREDICTOR	
static TagInfoRationals TIFF_TAG_PRIMARY_CHROMATICITIES	
static TagInfoLongs TIFF_TAG_REFERENCE_BLACK_WHITE	
static TagInfoShort TIFF_TAG_RESOLUTION_UNIT	
static TagInfoShortOrLong TIFF_TAG_ROWS_PER_STRIP	
static TagInfoShorts TIFF_TAG_SAMPLE_FORMAT	
static TagInfoShort TIFF_TAG_SAMPLES_PER_PIXEL	
static TagInfoAny TIFF_TAG_SMAX_SAMPLE_VALUE	
static TagInfoAny TIFF_TAG_SMIN_SAMPLE_VALUE	
static TagInfoAscii TIFF_TAG_SOFTWARE	
static TagInfoShortOrLong TIFF_TAG_STRIP_BYTE_COUNTS	
static TagInfoShortOrLong TIFF_TAG_STRIP_OFFSETS	
static TagInfoShort TIFF_TAG_SUBFILE_TYPE	
static TagInfoLong TIFF_TAG_T4_OPTIONS	
static TagInfoLong TIFF_TAG_T6_OPTIONS	
static TagInfoAscii TIFF_TAG_TARGET_PRINTER	
static TagInfoShort TIFF_TAG_THRESHHOLDING	
static TagInfoShortOrLong TIFF_TAG_TILE_BYTE_COUNTS	
static TagInfoShortOrLong TIFF_TAG_TILE_LENGTH	
static TagInfoLongs TIFF_TAG_TILE_OFFSETS	
static TagInfoShortOrLong TIFF_TAG_TILE_WIDTH	
static TagInfoShorts TIFF_TAG_TRANSFER_FUNCTION	
static TagInfoShorts TIFF_TAG_TRANSFER_RANGE	
static TagInfoUnknowns TIFF_TAG_UNKNOWN	
static TagInfoRationals TIFF_TAG_WHITE_POINT	
static TagInfoBytes TIFF_TAG_XMP	
static TagInfoRationals TIFF_TAG_XPOSITION	
static TagInfoRational TIFF_TAG_XRESOLUTION	
static TagInfoRationals TIFF_TAG_YCBCR_COEFFICIENTS	
static TagInfoShort TIFF_TAG_YCBCR_POSITIONING	
static TagInfoShorts TIFF_TAG_YCBCR_SUB_SAMPLING	
static TagInfoRationals TIFF_TAG_YPOSITION	
static TagInfoRational TIFF_TAG_YRESOLUTION	
static int YCB_CR_POSITIONING_VALUE_CENTERED	
static int YCB_CR_POSITIONING_VALUE_CO_SITED	
[Methods inherited from class java.lang.Object]
clone, equals, finalize, getClass, hashCode, notify, notifyAll, toString, wait, wait, wait
